split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,oof_folds_ok,dataset,model,rep
train_oof,valprop,0.5,0,16,5.4986031371576125,-1.39399291169581,32.0,0.6374650784289403,1.2749301568578806,-0.35843866392721174,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,51,6.1570405812696904,-0.6931877320454575,31.0,0.6539260145317423,1.3078520290634845,-0.6623166179140092,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,125,4.111645230312366,0.8150668937237797,34.0,0.6027911307578091,1.2055822615156182,0.18942550495273047,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,96,4.690020400114867,0.22090598054195898,30.0,0.6172505100028717,1.2345010200057434,-0.5604783237103534,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,56,2.8010888399257086,-0.5865434655769256,32.0,0.5700272209981427,1.1400544419962855,-0.8050515540775471,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,97,6.365574872112876,0.23614087575174925,33.0,0.6591393718028219,1.3182787436056438,0.9660668088305324,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,120,5.213948289927153,0.7084226272552477,30.0,0.6303487072481788,1.2606974144963576,-0.1423177991389641,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,143,4.724235280771074,1.1807043787587463,34.0,0.6181058820192769,1.2362117640385537,0.04173958051980743,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,30,3.9626120100971054,-1.119764797919585,30.0,0.5990653002524277,1.1981306005048553,-0.8535171999580662,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,9,5.130378045793676,-1.5463418637937127,31.0,0.6282594511448419,1.2565189022896839,-0.34201359172292495,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,172,5.590573351009782,1.774865291940567,32.0,0.6397643337752446,1.279528667550489,0.07096431670635728,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,60,4.1467361646517515,-0.5103689895279742,30.0,0.6036684041162939,1.2073368082325877,-0.6948184560306254,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,18,4.764767225230441,-1.3635231212762295,30.0,0.619119180630761,1.238238361261522,0.23260184928277303,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,148,4.977072330055926,1.2873486452272782,32.0,0.6244268082513982,1.2488536165027964,-0.37505490005830067,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,173,4.963389380070311,1.7901001871503572,34.0,0.6240847345017577,1.2481694690035154,-0.1820416163955593,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,109,5.946205488940397,0.4798991991083936,33.0,0.6486551372235099,1.2973102744470197,-0.3903000851239527,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,55,5.251666468371921,-0.6170132559965061,33.0,0.6312916617092981,1.2625833234185961,1.1693277730465292,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,140,4.294084632725232,1.119764797919585,32.0,0.6073521158181308,1.2147042316362615,-0.008197568002256982,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,126,4.940393284688446,0.83030178893357,30.0,0.6235098321172112,1.2470196642344225,-0.659493163741833,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,66,4.662670504623898,-0.38848982784965197,30.0,0.6165667626155975,1.233133525231195,0.5071538535613944,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,29,4.433688017439774,-1.1349996931293753,34.0,0.6108422004359944,1.2216844008719887,-0.7457428215366101,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,117,4.289130088652298,0.6474830464160867,31.0,0.6072282522163075,1.214456504432615,0.12682787574635232,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,65,4.011847899180568,-0.4037247230594423,34.0,0.6002961974795142,1.2005923949590285,-1.1763825236792378,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,67,3.1566772445450306,-0.3732549326398617,33.0,0.5789169311136257,1.1578338622272515,-0.7689093913762114,5.0,t4,GP,PDV
train_oof,valprop,0.5,0,31,5.44924441968509,-1.1045299027097948,33.0,0.6362311104921272,1.2724622209842544,0.12524924270986504,5.0,t4,GP,PDV
test,valprop,0.0,1,0,7.028630844560427,-2.6597001723265383,40.0,0.0,1.3514315422280214,0.0,,t4,GP,PDV
test,valprop,0.0,1,1,4.0532923656491135,-2.5986103033095636,40.0,0.0,1.2026646182824556,0.0,,t4,GP,PDV
test,valprop,0.0,1,2,6.221189606796192,-2.5375204342925888,40.0,0.0,1.3110594803398097,0.0,,t4,GP,PDV
test,valprop,0.0,1,3,5.606359249036102,-2.476430565275614,40.0,0.0,1.280317962451805,0.0,,t4,GP,PDV
test,valprop,0.0,1,4,5.6654963742702655,-2.4153406962586392,40.0,0.0,1.2832748187135132,0.0,,t4,GP,PDV
test,valprop,0.0,1,5,6.9808396294237705,-2.3542508272416645,40.0,0.0,1.3490419814711885,0.0,,t4,GP,PDV
test,valprop,0.0,1,6,4.945536764167224,-2.2931609582246897,40.0,0.0,1.2472768382083612,0.0,,t4,GP,PDV
test,valprop,0.0,1,7,6.259275859211906,-2.232071089207715,40.0,0.0,1.3129637929605953,0.0,,t4,GP,PDV
test,valprop,0.0,1,8,3.0187092927129937,-2.17098122019074,40.0,0.0,1.1509354646356498,0.0,,t4,GP,PDV
test,valprop,0.0,1,9,3.554936185280321,-2.1098913511737654,40.0,0.0,1.177746809264016,0.0,,t4,GP,PDV
test,valprop,0.0,1,10,6.008879890572243,-2.0488014821567906,40.0,0.0,1.3004439945286121,0.0,,t4,GP,PDV
test,valprop,0.0,1,11,2.949992956199533,-1.987711613139816,40.0,0.0,1.1474996478099766,0.0,,t4,GP,PDV
test,valprop,0.0,1,12,5.323293956609464,-1.9266217441228413,40.0,0.0,1.2661646978304733,0.0,,t4,GP,PDV
test,valprop,0.0,1,13,5.121720782253939,-1.8655318751058665,40.0,0.0,1.256086039112697,0.0,,t4,GP,PDV
test,valprop,0.0,1,14,3.278043840757335,-1.8044420060888917,40.0,0.0,1.1639021920378667,0.0,,t4,GP,PDV
test,valprop,0.0,1,15,4.557417837862585,-1.743352137071917,40.0,0.0,1.2278708918931294,0.0,,t4,GP,PDV
test,valprop,0.0,1,16,4.5398922524821845,-1.6822622680549424,40.0,0.0,1.2269946126241091,0.0,,t4,GP,PDV
test,valprop,0.0,1,17,4.639767515839805,-1.6211723990379676,40.0,0.0,1.2319883757919903,0.0,,t4,GP,PDV
test,valprop,0.0,1,18,5.130378045793676,-1.5600825300209928,40.0,0.0,1.2565189022896839,0.0,,t4,GP,PDV
test,valprop,0.0,1,19,5.398369058586198,-1.498992661004018,40.0,0.0,1.26991845292931,0.0,,t4,GP,PDV
test,valprop,0.0,1,20,5.785646844443733,-1.4379027919870433,40.0,0.0,1.2892823422221866,0.0,,t4,GP,PDV
test,valprop,0.0,1,21,4.764767225230441,-1.3768129229700685,40.0,0.0,1.238238361261522,0.0,,t4,GP,PDV
test,valprop,0.0,1,22,6.835495560071787,-1.3157230539530937,40.0,0.0,1.3417747780035894,0.0,,t4,GP,PDV
test,valprop,0.0,1,23,4.985309376072268,-1.254633184936119,40.0,0.0,1.2492654688036136,0.0,,t4,GP,PDV
test,valprop,0.0,1,24,7.711936383951514,-1.1935433159191442,40.0,0.0,1.3855968191975756,0.0,,t4,GP,PDV
test,valprop,0.0,1,25,3.9626120100971054,-1.1324534469021694,40.0,0.0,1.1981306005048553,0.0,,t4,GP,PDV
test,valprop,0.0,1,26,5.583602236690043,-1.0713635778851949,40.0,0.0,1.279180111834502,0.0,,t4,GP,PDV
test,valprop,0.0,1,27,7.0612760595922826,-1.01027370886822,40.0,0.0,1.353063802979614,0.0,,t4,GP,PDV
test,valprop,0.0,1,28,6.267137958997447,-0.9491838398512453,40.0,0.0,1.3133568979498724,0.0,,t4,GP,PDV
test,valprop,0.0,1,29,5.026693686248673,-0.8880939708342706,40.0,0.0,1.2513346843124338,0.0,,t4,GP,PDV
test,valprop,0.0,1,30,4.531536222366124,-0.8270041018172958,40.0,0.0,1.2265768111183062,0.0,,t4,GP,PDV
test,valprop,0.0,1,31,4.909023360432899,-0.765914232800321,40.0,0.0,1.245451168021645,0.0,,t4,GP,PDV
test,valprop,0.0,1,32,6.1570405812696904,-0.7048243637833462,40.0,0.0,1.3078520290634845,0.0,,t4,GP,PDV
test,valprop,0.0,1,33,4.374833197634826,-0.6437344947663716,40.0,0.0,1.2187416598817413,0.0,,t4,GP,PDV
test,valprop,0.0,1,34,5.105785909518075,-0.5826446257493968,40.0,0.0,1.2552892954759038,0.0,,t4,GP,PDV
test,valprop,0.0,1,35,4.1467361646517515,-0.521554756732422,40.0,0.0,1.2073368082325877,0.0,,t4,GP,PDV
test,valprop,0.0,1,36,3.5077789833727815,-0.46046488771544725,40.0,0.0,1.1753889491686391,0.0,,t4,GP,PDV
test,valprop,0.0,1,37,4.662670504623898,-0.39937501869847253,40.0,0.0,1.233133525231195,0.0,,t4,GP,PDV
test,valprop,0.0,1,38,4.767372419654923,-0.33828514968149775,40.0,0.0,1.2383686209827462,0.0,,t4,GP,PDV
test,valprop,0.0,1,39,3.1324548237815693,-0.27719528066452304,40.0,0.0,1.1566227411890786,0.0,,t4,GP,PDV
test,valprop,0.0,1,40,3.884811421872514,-0.21610541164754826,40.0,0.0,1.1942405710936257,0.0,,t4,GP,PDV
test,valprop,0.0,1,41,5.571605240308703,-0.15501554263057352,40.0,0.0,1.2785802620154352,0.0,,t4,GP,PDV
test,valprop,0.0,1,42,3.7149289904061553,-0.09392567361359877,40.0,0.0,1.1857464495203078,0.0,,t4,GP,PDV
test,valprop,0.0,1,43,4.890822480760678,-0.03283580459662402,40.0,0.0,1.244541124038034,0.0,,t4,GP,PDV
test,valprop,0.0,1,44,6.153291756336207,0.028254064420350736,40.0,0.0,1.3076645878168103,0.0,,t4,GP,PDV
test,valprop,0.0,1,45,4.425898544234521,0.08934393343732548,40.0,0.0,1.221294927211726,0.0,,t4,GP,PDV
test,valprop,0.0,1,46,5.139871927682442,0.15043380245430024,40.0,0.0,1.2569935963841221,0.0,,t4,GP,PDV
test,valprop,0.0,1,47,4.690020400114867,0.211523671471275,40.0,0.0,1.2345010200057434,0.0,,t4,GP,PDV
test,valprop,0.0,1,48,6.298888111667858,0.27261354048824976,40.0,0.0,1.314944405583393,0.0,,t4,GP,PDV
test,valprop,0.0,1,49,2.7071013468533653,0.3337034095052245,40.0,0.0,1.1353550673426682,0.0,,t4,GP,PDV
test,valprop,0.0,1,50,2.9799237876342937,0.39479327852219925,40.0,0.0,1.1489961893817147,0.0,,t4,GP,PDV
test,valprop,0.0,1,51,4.56599802480204,0.45588314753917397,40.0,0.0,1.228299901240102,0.0,,t4,GP,PDV
test,valprop,0.0,1,52,4.467627403343548,0.5169730165561487,40.0,0.0,1.2233813701671774,0.0,,t4,GP,PDV
test,valprop,0.0,1,53,5.711753782171875,0.5780628855731235,40.0,0.0,1.2855876891085938,0.0,,t4,GP,PDV
test,valprop,0.0,1,54,4.289130088652298,0.6391527545900982,40.0,0.0,1.214456504432615,0.0,,t4,GP,PDV
test,valprop,0.0,1,55,5.213948289927153,0.700242623607073,40.0,0.0,1.2606974144963576,0.0,,t4,GP,PDV
test,valprop,0.0,1,56,3.7518427234577656,0.7613324926240478,40.0,0.0,1.1875921361728883,0.0,,t4,GP,PDV
test,valprop,0.0,1,57,4.940393284688446,0.8224223616410224,40.0,0.0,1.2470196642344225,0.0,,t4,GP,PDV
test,valprop,0.0,1,58,6.167711780936244,0.8835122306579972,40.0,0.0,1.3083855890468121,0.0,,t4,GP,PDV
test,valprop,0.0,1,59,6.37437910216356,0.944602099674972,40.0,0.0,1.318718955108178,0.0,,t4,GP,PDV
test,valprop,0.0,1,60,4.840654957713441,1.0056919686919468,40.0,0.0,1.242032747885672,0.0,,t4,GP,PDV
test,valprop,0.0,1,61,5.88365355997816,1.0667818377089215,40.0,0.0,1.294182677998908,0.0,,t4,GP,PDV
test,valprop,0.0,1,62,4.870799511832007,1.1278717067258963,40.0,0.0,1.2435399755916003,0.0,,t4,GP,PDV
test,valprop,0.0,1,63,4.777567353017936,1.188961575742871,40.0,0.0,1.2388783676508968,0.0,,t4,GP,PDV
test,valprop,0.0,1,64,4.438210177218337,1.2500514447598456,40.0,0.0,1.2219105088609168,0.0,,t4,GP,PDV
test,valprop,0.0,1,65,6.493570127561391,1.3111413137768204,40.0,0.0,1.3246785063780695,0.0,,t4,GP,PDV
test,valprop,0.0,1,66,6.752446127505481,1.3722311827937952,40.0,0.0,1.3376223063752741,0.0,,t4,GP,PDV
test,valprop,0.0,1,67,4.396109618934686,1.43332105181077,40.0,0.0,1.2198054809467342,0.0,,t4,GP,PDV
test,valprop,0.0,1,68,5.5994032981891175,1.4944109208277447,40.0,0.0,1.279970164909456,0.0,,t4,GP,PDV
test,valprop,0.0,1,69,4.317852974246282,1.5555007898447195,40.0,0.0,1.215892648712314,0.0,,t4,GP,PDV
test,valprop,0.0,1,70,4.294694739260248,1.6165906588616943,40.0,0.0,1.2147347369630124,0.0,,t4,GP,PDV
test,valprop,0.0,1,71,5.912791964517328,1.677680527878669,40.0,0.0,1.2956395982258664,0.0,,t4,GP,PDV
test,valprop,0.0,1,72,3.390361247513024,1.7387703968956438,40.0,0.0,1.1695180623756511,0.0,,t4,GP,PDV
test,valprop,0.0,1,73,6.538511150021266,1.7998602659126186,40.0,0.0,1.3269255575010632,0.0,,t4,GP,PDV
test,valprop,0.0,1,74,7.205353270637749,1.8609501349295932,40.0,0.0,1.3602676635318875,0.0,,t4,GP,PDV
test,valprop,0.5,1,0,7.028630844560427,-2.6597001723265383,40.0,0.6757157711140107,1.3514315422280214,0.0,,t4,GP,PDV
test,valprop,0.5,1,1,4.0532923656491135,-2.5986103033095636,40.0,0.6013323091412278,1.2026646182824556,0.0,,t4,GP,PDV
test,valprop,0.5,1,2,6.221189606796192,-2.5375204342925888,40.0,0.6555297401699048,1.3110594803398097,0.0,,t4,GP,PDV
test,valprop,0.5,1,3,5.606359249036102,-2.476430565275614,40.0,0.6401589812259025,1.280317962451805,0.0,,t4,GP,PDV
test,valprop,0.5,1,4,5.6654963742702655,-2.4153406962586392,40.0,0.6416374093567566,1.2832748187135132,0.0,,t4,GP,PDV
test,valprop,0.5,1,5,6.9808396294237705,-2.3542508272416645,40.0,0.6745209907355942,1.3490419814711885,0.0,,t4,GP,PDV
test,valprop,0.5,1,6,4.945536764167224,-2.2931609582246897,40.0,0.6236384191041806,1.2472768382083612,0.0,,t4,GP,PDV
test,valprop,0.5,1,7,6.259275859211906,-2.232071089207715,40.0,0.6564818964802976,1.3129637929605953,0.0,,t4,GP,PDV
test,valprop,0.5,1,8,3.0187092927129937,-2.17098122019074,40.0,0.5754677323178249,1.1509354646356498,0.0,,t4,GP,PDV
test,valprop,0.5,1,9,3.554936185280321,-2.1098913511737654,40.0,0.588873404632008,1.177746809264016,0.0,,t4,GP,PDV
test,valprop,0.5,1,10,6.008879890572243,-2.0488014821567906,40.0,0.6502219972643061,1.3004439945286121,0.0,,t4,GP,PDV
test,valprop,0.5,1,11,2.949992956199533,-1.987711613139816,40.0,0.5737498239049883,1.1474996478099766,0.0,,t4,GP,PDV
test,valprop,0.5,1,12,5.323293956609464,-1.9266217441228413,40.0,0.6330823489152366,1.2661646978304733,0.0,,t4,GP,PDV
test,valprop,0.5,1,13,5.121720782253939,-1.8655318751058665,40.0,0.6280430195563484,1.256086039112697,0.0,,t4,GP,PDV
test,valprop,0.5,1,14,3.278043840757335,-1.8044420060888917,40.0,0.5819510960189334,1.1639021920378667,0.0,,t4,GP,PDV
test,valprop,0.5,1,15,4.557417837862585,-1.743352137071917,40.0,0.6139354459465647,1.2278708918931294,0.0,,t4,GP,PDV
test,valprop,0.5,1,16,4.5398922524821845,-1.6822622680549424,40.0,0.6134973063120546,1.2269946126241091,0.0,,t4,GP,PDV
test,valprop,0.5,1,17,4.639767515839805,-1.6211723990379676,40.0,0.6159941878959951,1.2319883757919903,0.0,,t4,GP,PDV
test,valprop,0.5,1,18,5.130378045793676,-1.5600825300209928,40.0,0.6282594511448419,1.2565189022896839,0.0,,t4,GP,PDV
test,valprop,0.5,1,19,5.398369058586198,-1.498992661004018,40.0,0.634959226464655,1.26991845292931,0.0,,t4,GP,PDV
test,valprop,0.5,1,20,5.785646844443733,-1.4379027919870433,40.0,0.6446411711110933,1.2892823422221866,0.0,,t4,GP,PDV
test,valprop,0.5,1,21,4.764767225230441,-1.3768129229700685,40.0,0.619119180630761,1.238238361261522,0.0,,t4,GP,PDV
test,valprop,0.5,1,22,6.835495560071787,-1.3157230539530937,40.0,0.6708873890017947,1.3417747780035894,0.0,,t4,GP,PDV
test,valprop,0.5,1,23,4.985309376072268,-1.254633184936119,40.0,0.6246327344018068,1.2492654688036136,0.0,,t4,GP,PDV
test,valprop,0.5,1,24,7.711936383951514,-1.1935433159191442,40.0,0.6927984095987878,1.3855968191975756,0.0,,t4,GP,PDV
test,valprop,0.5,1,25,3.9626120100971054,-1.1324534469021694,40.0,0.5990653002524277,1.1981306005048553,0.0,,t4,GP,PDV
test,valprop,0.5,1,26,5.583602236690043,-1.0713635778851949,40.0,0.639590055917251,1.279180111834502,0.0,,t4,GP,PDV
test,valprop,0.5,1,27,7.0612760595922826,-1.01027370886822,40.0,0.676531901489807,1.353063802979614,0.0,,t4,GP,PDV
test,valprop,0.5,1,28,6.267137958997447,-0.9491838398512453,40.0,0.6566784489749362,1.3133568979498724,0.0,,t4,GP,PDV
test,valprop,0.5,1,29,5.026693686248673,-0.8880939708342706,40.0,0.6256673421562169,1.2513346843124338,0.0,,t4,GP,PDV
test,valprop,0.5,1,30,4.531536222366124,-0.8270041018172958,40.0,0.6132884055591531,1.2265768111183062,0.0,,t4,GP,PDV
test,valprop,0.5,1,31,4.909023360432899,-0.765914232800321,40.0,0.6227255840108225,1.245451168021645,0.0,,t4,GP,PDV
test,valprop,0.5,1,32,6.1570405812696904,-0.7048243637833462,40.0,0.6539260145317423,1.3078520290634845,0.0,,t4,GP,PDV
test,valprop,0.5,1,33,4.374833197634826,-0.6437344947663716,40.0,0.6093708299408707,1.2187416598817413,0.0,,t4,GP,PDV
test,valprop,0.5,1,34,5.105785909518075,-0.5826446257493968,40.0,0.6276446477379519,1.2552892954759038,0.0,,t4,GP,PDV
test,valprop,0.5,1,35,4.1467361646517515,-0.521554756732422,40.0,0.6036684041162939,1.2073368082325877,0.0,,t4,GP,PDV
test,valprop,0.5,1,36,3.5077789833727815,-0.46046488771544725,40.0,0.5876944745843196,1.1753889491686391,0.0,,t4,GP,PDV
test,valprop,0.5,1,37,4.662670504623898,-0.39937501869847253,40.0,0.6165667626155975,1.233133525231195,0.0,,t4,GP,PDV
test,valprop,0.5,1,38,4.767372419654923,-0.33828514968149775,40.0,0.6191843104913731,1.2383686209827462,0.0,,t4,GP,PDV
test,valprop,0.5,1,39,3.1324548237815693,-0.27719528066452304,40.0,0.5783113705945393,1.1566227411890786,0.0,,t4,GP,PDV
test,valprop,0.5,1,40,3.884811421872514,-0.21610541164754826,40.0,0.5971202855468128,1.1942405710936257,0.0,,t4,GP,PDV
test,valprop,0.5,1,41,5.571605240308703,-0.15501554263057352,40.0,0.6392901310077176,1.2785802620154352,0.0,,t4,GP,PDV
test,valprop,0.5,1,42,3.7149289904061553,-0.09392567361359877,40.0,0.5928732247601539,1.1857464495203078,0.0,,t4,GP,PDV
test,valprop,0.5,1,43,4.890822480760678,-0.03283580459662402,40.0,0.622270562019017,1.244541124038034,0.0,,t4,GP,PDV
test,valprop,0.5,1,44,6.153291756336207,0.028254064420350736,40.0,0.6538322939084051,1.3076645878168103,0.0,,t4,GP,PDV
test,valprop,0.5,1,45,4.425898544234521,0.08934393343732548,40.0,0.610647463605863,1.221294927211726,0.0,,t4,GP,PDV
test,valprop,0.5,1,46,5.139871927682442,0.15043380245430024,40.0,0.6284967981920611,1.2569935963841221,0.0,,t4,GP,PDV
test,valprop,0.5,1,47,4.690020400114867,0.211523671471275,40.0,0.6172505100028717,1.2345010200057434,0.0,,t4,GP,PDV
test,valprop,0.5,1,48,6.298888111667858,0.27261354048824976,40.0,0.6574722027916965,1.314944405583393,0.0,,t4,GP,PDV
test,valprop,0.5,1,49,2.7071013468533653,0.3337034095052245,40.0,0.5676775336713341,1.1353550673426682,0.0,,t4,GP,PDV
test,valprop,0.5,1,50,2.9799237876342937,0.39479327852219925,40.0,0.5744980946908573,1.1489961893817147,0.0,,t4,GP,PDV
test,valprop,0.5,1,51,4.56599802480204,0.45588314753917397,40.0,0.614149950620051,1.228299901240102,0.0,,t4,GP,PDV
test,valprop,0.5,1,52,4.467627403343548,0.5169730165561487,40.0,0.6116906850835887,1.2233813701671774,0.0,,t4,GP,PDV
test,valprop,0.5,1,53,5.711753782171875,0.5780628855731235,40.0,0.6427938445542969,1.2855876891085938,0.0,,t4,GP,PDV
test,valprop,0.5,1,54,4.289130088652298,0.6391527545900982,40.0,0.6072282522163075,1.214456504432615,0.0,,t4,GP,PDV
test,valprop,0.5,1,55,5.213948289927153,0.700242623607073,40.0,0.6303487072481788,1.2606974144963576,0.0,,t4,GP,PDV
test,valprop,0.5,1,56,3.7518427234577656,0.7613324926240478,40.0,0.5937960680864441,1.1875921361728883,0.0,,t4,GP,PDV
test,valprop,0.5,1,57,4.940393284688446,0.8224223616410224,40.0,0.6235098321172112,1.2470196642344225,0.0,,t4,GP,PDV
test,valprop,0.5,1,58,6.167711780936244,0.8835122306579972,40.0,0.6541927945234061,1.3083855890468121,0.0,,t4,GP,PDV
test,valprop,0.5,1,59,6.37437910216356,0.944602099674972,40.0,0.659359477554089,1.318718955108178,0.0,,t4,GP,PDV
test,valprop,0.5,1,60,4.840654957713441,1.0056919686919468,40.0,0.621016373942836,1.242032747885672,0.0,,t4,GP,PDV
test,valprop,0.5,1,61,5.88365355997816,1.0667818377089215,40.0,0.647091338999454,1.294182677998908,0.0,,t4,GP,PDV
test,valprop,0.5,1,62,4.870799511832007,1.1278717067258963,40.0,0.6217699877958002,1.2435399755916003,0.0,,t4,GP,PDV
test,valprop,0.5,1,63,4.777567353017936,1.188961575742871,40.0,0.6194391838254484,1.2388783676508968,0.0,,t4,GP,PDV
test,valprop,0.5,1,64,4.438210177218337,1.2500514447598456,40.0,0.6109552544304584,1.2219105088609168,0.0,,t4,GP,PDV
test,valprop,0.5,1,65,6.493570127561391,1.3111413137768204,40.0,0.6623392531890347,1.3246785063780695,0.0,,t4,GP,PDV
test,valprop,0.5,1,66,6.752446127505481,1.3722311827937952,40.0,0.6688111531876371,1.3376223063752741,0.0,,t4,GP,PDV
test,valprop,0.5,1,67,4.396109618934686,1.43332105181077,40.0,0.6099027404733671,1.2198054809467342,0.0,,t4,GP,PDV
test,valprop,0.5,1,68,5.5994032981891175,1.4944109208277447,40.0,0.639985082454728,1.279970164909456,0.0,,t4,GP,PDV
test,valprop,0.5,1,69,4.317852974246282,1.5555007898447195,40.0,0.607946324356157,1.215892648712314,0.0,,t4,GP,PDV
test,valprop,0.5,1,70,4.294694739260248,1.6165906588616943,40.0,0.6073673684815062,1.2147347369630124,0.0,,t4,GP,PDV
test,valprop,0.5,1,71,5.912791964517328,1.677680527878669,40.0,0.6478197991129332,1.2956395982258664,0.0,,t4,GP,PDV
test,valprop,0.5,1,72,3.390361247513024,1.7387703968956438,40.0,0.5847590311878256,1.1695180623756511,0.0,,t4,GP,PDV
test,valprop,0.5,1,73,6.538511150021266,1.7998602659126186,40.0,0.6634627787505316,1.3269255575010632,0.0,,t4,GP,PDV
test,valprop,0.5,1,74,7.205353270637749,1.8609501349295932,40.0,0.6801338317659438,1.3602676635318875,0.0,,t4,GP,PDV
test,valprop,0.0,2,0,5.039384196414301,-2.763745375826213,40.0,0.0,1.2519692098207151,0.0,,t4,GP,PDV
test,valprop,0.0,2,1,4.2494852312398885,-2.644586318932601,40.0,0.0,1.2124742615619946,0.0,,t4,GP,PDV
test,valprop,0.0,2,2,5.329351908511956,-2.525427262038989,40.0,0.0,1.2664675954255977,0.0,,t4,GP,PDV
test,valprop,0.0,2,3,4.513726573486776,-2.406268205145377,40.0,0.0,1.225686328674339,0.0,,t4,GP,PDV
test,valprop,0.0,2,4,2.5227022362545894,-2.287109148251765,40.0,0.0,1.1261351118127294,0.0,,t4,GP,PDV
test,valprop,0.0,2,5,5.681674264793578,-2.167950091358153,40.0,0.0,1.284083713239679,0.0,,t4,GP,PDV
test,valprop,0.0,2,6,7.2944226347983285,-2.048791034464541,40.0,0.0,1.3647211317399164,0.0,,t4,GP,PDV
test,valprop,0.0,2,7,4.886269459472127,-1.929631977570929,40.0,0.0,1.2443134729736065,0.0,,t4,GP,PDV
test,valprop,0.0,2,8,3.5676896932901805,-1.8104729206773171,40.0,0.0,1.178384484664509,0.0,,t4,GP,PDV
test,valprop,0.0,2,9,6.803982224500293,-1.691313863783705,40.0,0.0,1.3401991112250147,0.0,,t4,GP,PDV
test,valprop,0.0,2,10,5.4986031371576125,-1.5721548068900932,40.0,0.0,1.2749301568578806,0.0,,t4,GP,PDV
test,valprop,0.0,2,11,5.6584941437339955,-1.4529957499964812,40.0,0.0,1.2829247071866998,0.0,,t4,GP,PDV
test,valprop,0.0,2,12,4.589459571887764,-1.3338366931028691,40.0,0.0,1.2294729785943883,0.0,,t4,GP,PDV
test,valprop,0.0,2,13,6.712065387978603,-1.2146776362092573,40.0,0.0,1.3356032693989301,0.0,,t4,GP,PDV
test,valprop,0.0,2,14,3.5197712675269246,-1.0955185793156452,40.0,0.0,1.1759885633763463,0.0,,t4,GP,PDV
test,valprop,0.0,2,15,5.764535399374928,-0.9763595224220333,40.0,0.0,1.2882267699687464,0.0,,t4,GP,PDV
test,valprop,0.0,2,16,4.259693661091433,-0.8572004655284213,40.0,0.0,1.2129846830545716,0.0,,t4,GP,PDV
test,valprop,0.0,2,17,2.65762628174585,-0.7380414086348094,40.0,0.0,1.1328813140872924,0.0,,t4,GP,PDV
test,valprop,0.0,2,18,4.6719406325050645,-0.6188823517411973,40.0,0.0,1.2335970316252531,0.0,,t4,GP,PDV
test,valprop,0.0,2,19,6.3103265626937874,-0.4997232948475854,40.0,0.0,1.3155163281346893,0.0,,t4,GP,PDV
test,valprop,0.0,2,20,7.232066806672574,-0.3805642379539734,40.0,0.0,1.3616033403336287,0.0,,t4,GP,PDV
test,valprop,0.0,2,21,4.019503703805383,-0.2614051810603614,40.0,0.0,1.2009751851902692,0.0,,t4,GP,PDV
test,valprop,0.0,2,22,3.410430397302523,-0.14224612416674948,40.0,0.0,1.1705215198651262,0.0,,t4,GP,PDV
test,valprop,0.0,2,23,3.356168337224967,-0.023087067273137488,40.0,0.0,1.1678084168612484,0.0,,t4,GP,PDV
test,valprop,0.0,2,24,2.536837390069587,0.09607198962047449,40.0,0.0,1.1268418695034794,0.0,,t4,GP,PDV
test,valprop,0.0,2,25,3.2701475400338422,0.21523104651408645,40.0,0.0,1.1635073770016922,0.0,,t4,GP,PDV
test,valprop,0.0,2,26,3.635435854201761,0.3343901034076984,40.0,0.0,1.1817717927100881,0.0,,t4,GP,PDV
test,valprop,0.0,2,27,4.766142196630051,0.45354916030131043,40.0,0.0,1.2383071098315026,0.0,,t4,GP,PDV
test,valprop,0.0,2,28,5.819394726406639,0.5727082171949224,40.0,0.0,1.2909697363203319,0.0,,t4,GP,PDV
test,valprop,0.0,2,29,5.475877406891459,0.6918672740885343,40.0,0.0,1.273793870344573,0.0,,t4,GP,PDV
test,valprop,0.0,2,30,6.530434081599065,0.8110263309821464,40.0,0.0,1.3265217040799533,0.0,,t4,GP,PDV
test,valprop,0.0,2,31,4.799660315922095,0.9301853878757583,40.0,0.0,1.2399830157961047,0.0,,t4,GP,PDV
