split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,oof_folds_ok,dataset,model,rep
test,legacy,0.0,3,8,3.7399798267095523,-1.7928717542662866,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,9,4.744720439578927,-1.6737687936341066,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,10,3.8917464119441387,-1.5546658330019265,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,11,5.811954787467063,-1.4355628723697462,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,12,4.433688017439774,-1.3164599117375662,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,13,5.188212780445021,-1.197356951105386,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,14,5.21948084193772,-1.0782539904732058,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,15,5.156747572714703,-0.9591510298410257,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,16,4.565261325896332,-0.8400480692088457,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,17,5.447996940580026,-0.7209451085766655,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,18,4.011847899180568,-0.6018421479444854,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,19,7.05725629624291,-0.48273918731230525,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,20,3.203271629172086,-0.36363622668012513,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,21,5.2307692385827025,-0.244533266047945,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,22,5.798244421949254,-0.12543030541576486,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,23,5.877385262512869,-0.006327344783584738,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,24,7.476554661275418,0.11277561584859538,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,25,3.38764572213144,0.2318785764807755,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,26,4.619761456132789,0.35098153711295565,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,27,5.7108622911217495,0.4700844977451358,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,28,4.111645230312366,0.5891874583773159,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,29,6.405672140252622,0.7082904190094961,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,30,5.023233592999108,0.8273933796416761,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,31,4.724235280771074,0.9464963402738563,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,32,5.75404164356454,1.0655993009060365,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,33,5.370993023231551,1.1847022615382166,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,34,6.1232140402773325,1.3038052221703966,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,35,4.7324598122653985,1.4229081828025767,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,36,4.963389380070311,1.542011143434757,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,3,37,4.27698726206803,1.661114104066937,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,0,5.002478687487137,-2.5563115144285202,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,1,2.8943308323854953,-2.5258293380752215,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,2,4.686372301770024,-2.434382809015325,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,3,3.2561103050110516,-2.403900632662026,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,4,5.18520264254763,-2.3124541036021298,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,5,7.434886664913334,-2.281971927248831,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,6,4.500230817775978,-2.1905253981889348,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,7,6.286964157890594,-2.160043221835636,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,8,6.754370752656229,-2.0685966927757393,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,9,4.604703497704322,-2.0381145164224406,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,10,2.8362816098243107,-1.9466679873625443,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,11,7.69711406336924,-1.9161858110092456,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,12,5.3030932826663815,-1.824739281949349,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,13,4.6286283912933435,-1.7942571055960503,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,14,2.7123561457634384,-1.7028105765361539,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,15,7.039444756096017,-1.6723284001828551,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,16,3.584021487850154,-1.5808818711229586,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,17,4.660837716709543,-1.5503996947696599,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,18,5.882031901252832,-1.4589531657097636,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,19,2.8663845764497897,-1.4284709893564647,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,20,4.291076217364236,-1.3370244602965684,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,21,6.556262231272007,-1.3065422839432697,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,22,4.9092038462155205,-1.2150957548833732,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,23,4.932959059939911,-1.1846135785300744,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,24,5.44924441968509,-1.093167049470178,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,25,3.2682540115988745,-1.0626848731168792,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,26,4.4502478485367885,-0.9712383440569828,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,27,5.35977002272388,-0.940756167703684,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,28,4.48511768773281,-0.8493096386437876,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,29,7.097092687218373,-0.8188274622904889,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,30,5.9375621732605905,-0.7273809332305924,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,31,5.434628001141311,-0.6968987568772936,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,32,5.251666468371921,-0.6054522278173973,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,33,2.8010888399257086,-0.5749700514640984,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,34,5.595350506686891,-0.48352352240420204,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,35,3.6536451341533045,-0.4530413460509033,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,36,3.1566772445450306,-0.3615948169910069,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,37,2.8476215098395454,-0.33111264063770807,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,38,5.910470240665383,-0.2396661115778117,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,39,6.17666838180556,-0.2091839352245129,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,40,6.3347485827908985,-0.11773740616461652,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,41,5.699564363943146,-0.08725522981131771,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,42,6.1449382492664775,0.004191299248578671,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,43,4.842469219889002,0.03467347560187747,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,44,5.462463845473579,0.12612000466177387,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,45,6.463182660762355,0.15660218101507264,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,46,6.365574872112876,0.24804871007496904,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,47,4.101121116865369,0.27853088642826784,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,48,5.763695430775183,0.3699774154881642,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,49,5.17647903572191,0.400459591841463,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,50,5.946205488940397,0.49190612090135943,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,51,5.972921942945022,0.5223882972546582,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,52,4.640206335229856,0.6138348263145545,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,53,4.312070898140577,0.6443170026678534,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,54,7.088415554471389,0.7357635317277498,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,55,4.727296820292439,0.7662457080810485,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,56,5.862268112215804,0.857692237140945,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,57,4.3770352386221285,0.8881744134942438,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,58,4.583354981031173,0.9796209425541401,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,59,5.341170719998558,1.010103118907439,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,60,3.5925001228637963,1.1015496479673352,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,61,4.294084632725232,1.1320318243206342,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,62,5.526205691306982,1.2234783533805305,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,63,6.170939150114098,1.2539605297338292,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,64,5.976705722676726,1.3454070587937257,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,65,5.452470029672259,1.3758892351470244,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,66,5.766935799084864,1.467335764206921,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,67,6.671600155995804,1.4978179405602197,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,68,4.489046717005843,1.5892644696201161,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,69,6.084087186758522,1.619746645973415,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,70,4.893122457427971,1.7111931750333114,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,71,3.678200447929915,1.7416753513866101,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,72,3.8585714502947233,1.8331218804465064,1.0,0.0,1.0,0.0,,t5,GP,PDV
test,legacy,0.0,4,73,6.231645596975319,1.8636040567998053,1.0,0.0,1.0,0.0,,t5,GP,PDV
