split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,noise_pattern_pred,injected_noise,oof_folds_ok,dataset,model,rep
train_oof,quantile,0.0,0,444,5.8,4.914358246976162,1.6986626843842225,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,445,5.42,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,446,5.97,6.346596663447593,1.5645061422844555,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,447,6.1,5.122347504961219,1.3736592217882702,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,448,5.75,4.872171303231543,1.7000144103373689,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,449,5.6,4.837842595091939,1.6956508030952169,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,450,5.8,4.885144310068356,1.699977948916336,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,451,5.67,4.939490319105679,1.6996444466932767,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,452,5.81,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,453,5.28,4.832596305376265,1.695710095666605,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,454,5.92,5.1203646190292185,1.6808865057755495,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,455,6.52,4.913506507873535,1.7035834019259095,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,456,8.0,4.848230867686388,1.7000521975671508,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,457,7.52,4.913506507873535,1.7035834019241667,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,458,6.8,4.898640459042037,1.6954653488204445,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,459,5.4,5.562892679785474,1.308192437388117,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,460,5.82,4.87091250697194,1.6956059892555375,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,461,7.52,4.845097532850551,1.6957023816839363,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,462,5.75,5.049266135082341,1.6948165742828647,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,463,6.67,5.41754888618167,1.6735892291883987,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,464,6.39,4.863855268157301,1.6954672767986219,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,465,6.82,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,466,6.8,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,467,5.95,4.8408934481888135,1.6953910757073531,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,468,5.25,4.864248723353199,1.6996428015669849,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,469,4.8,4.918617726314263,1.6861825176876968,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,470,5.58,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,471,5.66,5.771510372322584,1.1466953273448108,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,472,6.52,5.31839082070394,1.1524315863550967,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,473,4.77,4.846999183282333,1.7000478256890583,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,474,5.08,4.903012280531164,1.698340657713847,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,475,4.89,5.228680092018447,1.660316850823254,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,476,6.12,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,477,5.92,4.913506507873535,1.7035834019259095,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,478,6.02,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,479,4.92,5.176265621900019,1.6639961811351804,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,480,4.82,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,481,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,482,5.01,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,483,5.48,4.875027729368417,1.7000110550599397,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,484,5.42,4.847995067578757,1.7000534719548253,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,485,6.75,4.855017474259247,1.7000484660897996,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,486,5.34,4.903399344902302,1.699920871404009,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,487,5.78,4.895213271017033,1.6999435534762388,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,488,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,489,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,490,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,491,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,492,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,493,4.7,4.913506507873535,1.7035834019259095,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,494,6.72,5.007299290350285,1.69440264931367,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,495,4.7,4.833011568848025,1.6957097501460296,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,496,5.36,4.957138253925308,1.6935280441613694,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,497,7.0,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,498,5.9,4.8339858673077325,1.695709892279878,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,499,5.85,4.849363176030969,1.6956991718887178,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,500,6.52,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,501,4.88,5.867446375595588,1.3576871258109464,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,502,5.64,5.778583495699603,1.4292427821229385,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,503,5.85,5.27722875356978,1.6097090635613447,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,504,6.22,5.054517511289522,1.6872637317300425,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,505,5.61,4.846530571031395,1.695683972422803,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,506,6.0,4.8331334579292475,1.6957100525363902,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,507,6.17,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,508,6.02,5.159436405856901,1.6741047912418983,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,509,6.5,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,510,6.52,5.070864169065721,1.6792280629074234,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,511,7.3,4.913506507873535,1.7035834019259095,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,512,6.14,4.83514557135639,1.6957098412647333,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,513,6.54,4.908608435315968,1.6954726778277163,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,514,6.42,5.026416226845612,1.6853253780411688,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,515,7.16,4.846174285065741,1.700053912025048,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,516,6.96,4.913506507873535,1.7035834019253286,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,517,5.96,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,518,6.37,4.957981564109083,1.6993478410077192,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,519,6.8,4.8585044225691165,1.6956748696387658,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,520,5.45,4.913506507873535,1.7035834019253286,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,521,6.86,4.843768450000379,1.700054397049525,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,522,5.07,4.833238456706764,1.6957100783236883,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,523,6.96,4.860582349341849,1.6954955265771336,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,524,5.6,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,525,5.27,4.862666067782816,1.7000117566955846,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,526,7.16,4.987442224291134,1.6933232384472374,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,527,7.38,4.846331006519063,1.695689871079514,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,528,7.03,4.996964767852013,1.6968631852822482,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,529,5.07,5.961221447291431,1.613300612471668,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,530,4.99,5.136370969439428,1.468488197012356,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,531,5.78,4.940993781288696,1.6992747293449735,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,532,5.54,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,533,6.0,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,534,5.96,5.150866921312996,1.6784802141819903,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,535,5.64,5.098113546381567,1.6766891067857692,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,536,5.64,5.061844827027433,1.6883807129188007,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,537,5.8,4.860030185666991,1.6947143188458376,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,538,6.16,4.837521386856167,1.695701727397986,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,539,5.75,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,540,5.82,4.9689986330753975,1.6793106814788121,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,541,5.6,4.865130453133962,1.6956363866911313,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,542,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,543,6.38,4.904870398897007,1.699895092646729,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,544,5.9,4.848859368856836,1.6956982072467222,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,545,5.82,4.8883523113861616,1.6955904737220069,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,546,6.92,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,547,5.96,4.832511464797006,1.6957100960131906,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,548,6.21,5.493009849006418,1.5904318515802818,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,549,6.68,4.886298957649451,1.694729255939798,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,550,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,551,5.92,5.204847452305727,1.6603370177330334,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,552,5.57,4.935540146731676,1.699649948107094,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,553,6.25,5.424517693709472,1.66968460568449,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,554,5.57,4.955584842913053,1.6790533745582101,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,555,5.52,4.913506507873535,1.7035834019253286,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,556,6.2,4.8333583646145755,1.6957100650229537,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,557,5.35,4.970506564330598,1.632781583983086,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,558,5.46,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,559,6.41,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,560,5.72,5.044416126473776,1.695642252769317,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,561,6.37,4.913506507873535,1.7035834019253286,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,562,5.15,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,563,5.4,4.94219401032897,1.699330999798074,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,564,5.95,5.47781307431613,1.5807065422584003,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,565,6.8,5.744294451515273,1.4594733309152705,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,566,6.16,4.857100117569453,1.6956698072971859,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,567,6.5,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,568,5.8,4.851666162902207,1.6948030718272236,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,569,5.6,4.8747106658921915,1.6989099621492183,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,570,6.3,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,571,5.4,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,572,6.4,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,573,4.51,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,574,4.89,5.050982260572053,1.6932875551684425,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,575,6.7,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,576,4.7,4.926113837604075,1.694121473876075,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,577,4.9,4.833358222088772,1.695706510775328,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,578,4.9,4.836998481063598,1.6956711505719002,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,579,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,580,4.9,4.856314100759844,1.6993753829157974,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,581,4.7,4.962060395939104,1.691539173203274,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,582,4.7,4.8505244688248395,1.7000267706550436,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,583,4.7,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,584,4.9,4.853966456195855,1.6999559754920415,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,585,7.01,4.913506507873535,1.7035834019261034,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,586,4.7,4.863113207538848,1.6952608318138171,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,587,4.89,4.911089718342275,1.69513275122015,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,588,5.89,5.206925004953396,1.6860278583239219,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,589,5.1,4.953503182770815,1.6944055999192527,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,590,5.15,5.005439225143667,1.696683587816881,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,591,5.56,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,592,5.48,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,593,5.25,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,594,5.16,4.8622523455599485,1.692465491663301,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,595,5.11,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,596,7.05,4.853348275339533,1.6956584606939769,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,597,6.21,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,598,4.8,4.9136496285387,1.6984809311650004,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,599,5.28,4.851793554008324,1.6945637826423883,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,600,4.54,5.135586342281079,1.6890734911706349,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,601,4.77,4.949123939426127,1.6938009707195616,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,602,4.46,4.898826479806782,1.6941636034334435,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,603,5.24,4.932643968323476,1.6900056945000834,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,604,4.55,4.913506507873535,1.7035834019253286,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,605,5.72,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,606,5.23,4.856172382962299,1.6866445435464623,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,607,4.66,4.913506507873535,1.703583401925716,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,608,4.41,4.844069536738864,1.693249977667939,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,609,5.55,4.89229546387917,1.6927658261551055,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,610,4.14,4.938218722448156,1.6956654056589842,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,611,4.28,4.84274039334222,1.694168922719181,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,612,5.22,4.855575294970384,1.6938762538779226,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,613,4.72,4.938218722448156,1.6956654056589842,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,614,4.31,4.84274039334222,1.694168922719181,0.0,2.0,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,615,5.26,4.855575294970384,1.6938762538779226,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,616,5.29,4.832977772852487,1.6957100863271382,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,617,6.21,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,618,5.47,4.913506507873535,1.703583401925716,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,619,6.23,5.26012097046258,1.6095546771900204,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,620,5.2,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,621,6.12,4.911382574190705,1.6951164973708972,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,622,5.06,4.833738051902681,1.6957098963496768,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,623,4.96,4.853894011231633,1.7000082972925692,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
train_oof,quantile,0.0,0,624,4.99,4.913506507873535,1.7035834019261034,0.0,0.1,,0.0,3,ChEMBL-hERG-Ki,GP,ECFP4
