pyg_position,gdb9_sdf_row_zero_based,qm9_name,smiles_from_pyg,listed_as_uncharacterised,rdkit_failure
37259,38343,gdb_38344,[H]C1([H])OC2(C([H])([H])C1([H])[H])C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
37260,38344,gdb_38345,[H]C1([H])OC([H])([H])C2(C1([H])[H])C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
37261,38345,gdb_38346,[H]C1([H])OC([H])([H])C2(O1)C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
37383,38469,gdb_38470,[H]C1([H])[N@@H+]2C([H])([H])C345OC3([H])(C4([H])[H])[C@]5([H])[C@@]21[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
37387,38473,gdb_38474,[H]C1([H])[C@@]2([H])C([H])([H])C345OC3([H])(C4([H])[H])[C@@]5([H])[C@@]12[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
37388,38474,gdb_38475,[H]C1([H])[N@H+]2[C@]1([H])C([H])([H])C134OC1([H])(C3([H])[H])[C@@]24[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
37389,38475,gdb_38476,[H]N1[C@@]2([H])[C@@]3([H])C45([H])OC34(C([H])([H])[C@@]12[H])C5([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
37390,38476,gdb_38477,[H]C1([H])[C@@]2([H])O[C@@]2([H])[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
37497,38583,gdb_38584,[H]C1([H])[C@@]2([H])C([H])([H])[C@@]3([H])C45([H])OC34(C5([H])[H])[C@@]12[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
37499,38585,gdb_38586,[H]C1([H])[N@H+]2C([H])([H])[C@]3([H])C45([H])OC34(C5([H])[H])[C@]21[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
37501,38587,gdb_38588,[H]N1[C@@]2([H])C([H])([H])[C@@]3([H])C45([H])OC34(C5([H])[H])[C@@]12[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
37502,38588,gdb_38589,[H]C1([H])[C@]2([H])O[C@]2([H])C234OC2([H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
37504,38590,gdb_38591,[H]C1([H])[C@@]2([H])[C@]1([H])O[C@@]1([H])C34([H])OC213C4([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
37516,38602,gdb_38603,[H]C1([H])[C@@]2([H])C([H])([H])[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@@]12[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
37517,38603,gdb_38604,[H]C1([H])[N@@H+]2[C@]3([H])C45([H])OC34([H])[C@@]5([H])C([H])([H])[C@@]21[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
37518,38604,gdb_38605,[H]C1([H])[C@]2([H])C34([H])OC23([H])[C@@]4([H])[C@]2([H])O[C@]12[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
37521,38607,gdb_38608,[H]C1([H])[C@@]2([H])O[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@@]12[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
38520,39625,gdb_39626,[H]C1([H])C([H])([H])C([H])(C234OC2([H])(C3([H])[H])C4([H])[H])C1([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
38523,39628,gdb_39629,[H]C1([H])O[C@@]([H])(C234OC2([H])(C3([H])[H])C4([H])[H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
38526,39631,gdb_39632,[H]C1([H])OC([H])([H])C1([H])C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
38539,39644,gdb_39645,[H]C1([H])C([H])([H])C([H])(C2([H])C34([H])OC23([H])C4([H])[H])C1([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
38541,39646,gdb_39647,[H]C1([H])O[C@@]([H])(C2([H])C34([H])OC23([H])C4([H])[H])C1([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
38543,39648,gdb_39649,[H]C1([H])[NH+](C2([H])C34([H])OC23([H])C4([H])[H])C([H])([H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
38545,39650,gdb_39651,[H]C1([H])OC([H])([H])C1([H])C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
38684,39789,gdb_39790,[H]C1([H])C([H])([H])C12C13([H])OC21([H])C31C([H])([H])C1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
38880,39985,gdb_39986,[H]C1([H])C([H])([H])[C@]12C([H])([H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
38882,39987,gdb_39988,[H]C1([H])C([H])([H])[C@]12O[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
38885,39990,gdb_39991,[H]C1([H])O[C@@]12C([H])([H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
39361,40466,gdb_40467,[H]C1([H])C([H])([H])C1([H])[C@]12C([H])([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
39364,40469,gdb_40470,[H]N1[C@]2([H])C34([H])OC23([H])[C@@]14C1([H])C([H])([H])C1([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
39365,40470,gdb_40471,[H]C1([H])C([H])([H])C1([H])C123OC14([H])[C@]2([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
39369,40474,gdb_40475,[H]C1([H])[NH+]([C@]23C([H])([H])[C@]4([H])C25([H])OC435[H])C1([H])[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
39372,40477,gdb_40478,[H]N1C([H])([H])[C@]1([H])[C@]12N([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39373,40478,gdb_40479,[H]N1C([H])([H])[C@@]1([H])C123OC14([H])[C@]2([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
39374,40479,gdb_40480,[H]N1C([H])([H])[C@]1([H])C123OC14([H])[C@]2([H])N([H])[C@]43[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
39378,40483,gdb_40484,[H]C1([H])O[C@@]1([H])[C@]12C([H])([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39381,40486,gdb_40487,[H]N1[C@]2([H])C34([H])OC23([H])[C@@]14[C@]1([H])OC1([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
39382,40487,gdb_40488,[H]C1([H])O[C@]1([H])C123OC14([H])[C@]2([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
39383,40488,gdb_40489,[H]N1[C@@]2([H])C34([H])OC23([C@@]2([H])OC2([H])[H])[C@]14[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
39482,40587,gdb_40588,[H]C1([H])C([H])([H])C1([H])[C@]1([H])[C@@]2([H])C34([H])OC23([H])[C@]14[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39484,40589,gdb_40590,[H]C1([H])C([H])([H])C1([H])[NH+]1[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
39487,40592,gdb_40593,[H]C1([H])[NH+]([C@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]25[H])C1([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
39492,40597,gdb_40598,[H]C1([H])O[C@@]1([H])[C@]1([H])[C@@]2([H])C34([H])OC23([H])[C@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
39747,40852,gdb_40853,[H]C1([H])C([H])([H])C2(C1([H])[H])[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39750,40855,gdb_40856,[H]C1([H])O[C@]2(C1([H])[H])[C@@]1([H])C34([H])OC13([H])[C@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
39752,40857,gdb_40858,[H]C1([H])OC([H])([H])C12[C@]1([H])C34([H])OC13([H])[C@@]24[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
39899,41004,gdb_41005,[H]C1([H])C([H])([H])[C@]23[C@]1([H])C([H])([H])[C@]1([H])C24([H])OC134[H],0,"Explicit valence for atom # 14 C, 5, is greater than permitted"
39903,41008,gdb_41009,[H]C1([H])C([H])([H])[C@]23[C@]1([H])O[C@]1([H])C24([H])OC134[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39904,41009,gdb_41010,[H]C1([H])[N@@H+]2C([H])([H])[C@]3([H])C45([H])OC34([H])[C@@]25C1([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
39909,41014,gdb_41015,[H]C1([H])O[C@]23[C@]1([H])C([H])([H])[C@]1([H])C24([H])OC134[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39917,41022,gdb_41023,[H]C1([H])[C@]2([H])C34([H])OC23([H])[C@]42C([H])([H])O[C@@]12[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
39919,41024,gdb_41025,[H]C1([H])C([H])([H])[C@]23[C@@]1([H])C([H])([H])C214OC31([H])C4([H])[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
39924,41029,gdb_41030,[H]C1([H])[N@H+]2C([H])([H])C345OC3([H])(C4([H])[H])[C@]25C1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
39930,41035,gdb_41036,[H]C1([H])O[C@]2([H])C([H])([H])C345OC3([H])(C4([H])[H])[C@@]125,0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
40020,41125,gdb_41126,[H]C1=C([H])[C@]23C([H])([H])C([H])([H])C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
40023,41128,gdb_41129,[H]C1=C([H])[C@]23N([H])C([H])([H])C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
40026,41131,gdb_41132,[H]C1=C([H])[C@]2([H])C34([H])OC235C([H])([H])O[C@]145,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
40320,41440,gdb_41441,[H]C1([H])C([H])([H])[C@@]2([H])C34([H])OC235C([H])([H])C([H])([H])[C@@]145,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
40321,41441,gdb_41442,[H]C1([H])O[C@@]2([H])C34([H])OC235C([H])([H])C([H])([H])[C@@]145,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
40324,41444,gdb_41445,[H]C1([H])O[C@]23C([H])([H])C([H])([H])C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
40326,41446,gdb_41447,[H]N1C([H])([H])C234OC25([H])[C@@]13C([H])([H])O[C@]54[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
40332,41452,gdb_41453,[H]C1([H])C([H])([H])[C@]2([H])C34([H])OC235C([H])([H])O[C@]145,0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
40337,41457,gdb_41458,[H]C1([H])O[C@]2([H])C34([H])OC235C([H])([H])O[C@]145,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
40420,41540,gdb_41541,[H]C1([H])C([H])([H])[C@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@]12[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
40421,41541,gdb_41542,[H]C1([H])[N@@H+]2[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@]2([H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
40424,41544,gdb_41545,[H]C1([H])O[C@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]5([H])[C@]12[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
41061,42184,gdb_42185,[H]C#CC(=O)C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
41065,42188,gdb_42189,[H]C1([H])C23([H])OC12(C(=O)C#N)C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
41092,42215,gdb_42216,[H]C#CC(=O)C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
41096,42219,gdb_42220,[H]C1([H])C23([H])OC12([H])C3([H])C(=O)C#N,0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
41545,42674,gdb_42675,[H]C#CC123OC14([H])[C@]2([H])C(=O)[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
41546,42675,gdb_42676,[H][C@]12C(=O)[C@]3([H])C14([H])OC234C#N,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
41551,42680,gdb_42681,[H]C123OC14([H])[C@]2([H])C(=O)C(=O)[C@@]34[H],0,"Explicit valence for atom # 1 C, 5, is greater than permitted"
42145,43277,gdb_43278,[H]C1=C([H])C234OC2([H])(C3([H])[H])[C@@]4([H])C1=O,0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
42162,43294,gdb_43295,[H]C1=C([H])[C@@]2([H])C34([H])OC23(C1=O)C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
42172,43304,gdb_43305,[H]/C1=C(\[H])[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1=O,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
42569,43703,gdb_43704,[H][N-]C1OC2(C1([H])[H])C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
42571,43705,gdb_43706,[H]C1([H])C(=O)C([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
42574,43708,gdb_43709,[H]N1C(=O)C([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
42577,43711,gdb_43712,[H]C1([H])C(=O)OC12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
42882,44016,gdb_44017,[H]C1([H])C(=O)[C@]2([H])[C@@]3([H])C45([H])OC134[C@]25[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
42887,44021,gdb_44022,[H][N-]C1N([H])[C@]23C([H])([H])[C@]4([H])C25([H])OC1345,0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
42890,44024,gdb_44025,[H][N-]C1O[C@]23C([H])([H])[C@]4([H])C25([H])OC1345,0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
42894,44028,gdb_44029,[H]C1([H])C(=O)C234OC25([H])[C@@]13C([H])([H])[C@]54[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
42898,44032,gdb_44033,[H]N1[C@]2([H])C34([H])OC235C(=O)C([H])([H])[C@]145,0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
42899,44033,gdb_44034,[H]C1([H])[C@]23C(=O)C([H])([H])C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
42900,44034,gdb_44035,[H]N1[C@]23C(=O)C([H])([H])C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
42904,44038,gdb_44039,[H]N1C(=O)C234OC25([H])[C@@]13C([H])([H])[C@]54[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
42908,44042,gdb_44043,[H]C1([H])[C@]23OC(=O)C245OC34([H])[C@@]15[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
43173,44307,gdb_44308,[H][N-]C1O[C@]2([H])[C@@]3([H])C45([H])OC134[C@]25[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
43177,44311,gdb_44312,[H]C1([H])C(=O)C234OC25([H])[C@]3([H])[C@]1([H])[C@]54[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
43181,44315,gdb_44316,[H]C1([H])C(=O)C234OC25([H])[C@]3([H])[N@@H+]1[C@]54[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
43183,44317,gdb_44318,[H]N1C(=O)C234OC25([H])[C@]3([H])[C@]1([H])[C@]54[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
43187,44321,gdb_44322,[H][C@@]12OC(=O)C345OC3([H])([C@]14[H])[C@@]25[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
43318,44453,gdb_44454,[H][N-]C1O[C@]2([H])C34([H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
43325,44460,gdb_44461,[H]N1C(=O)C([H])([H])C234OC2([H])(C3([H])[H])[C@@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
43326,44461,gdb_44462,[H]C1([H])C(=O)O[C@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
43327,44462,gdb_44463,[H]C1([H])C(=O)C([H])([H])C234OC2([H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
43359,44494,gdb_44495,[H][N-]C1O[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
43370,44505,gdb_44506,[H]C1([H])C(=O)C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
43371,44506,gdb_44507,[H]N1C(=O)C([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
43372,44507,gdb_44508,[H]C1([H])C(=O)O[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
45047,46185,gdb_46186,[H][N-]C1OC([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
45050,46188,gdb_46189,[H]C1([H])C(=O)C2(C1([H])[H])C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
45054,46192,gdb_46193,[H]N1C([H])([H])C(=O)C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
45057,46195,gdb_46196,[H]C1([H])OC2(C1=O)C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45059,46197,gdb_46198,[H]N1C(=O)C2(C1([H])[H])C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
45062,46200,gdb_46201,[H]C1([H])OC(=O)C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45424,46562,gdb_46563,[H][N-][C@@H]1OC([H])([H])C234OC2([H])(C3([H])[H])[C@@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45427,46565,gdb_46566,[H]C1([H])C(=O)[C@]2([H])C34([H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45433,46571,gdb_46572,[H]N1C(=O)[C@]2([H])C34([H])OC23(C1([H])[H])C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
45437,46575,gdb_46576,[H]C1([H])OC(=O)[C@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
45524,46662,gdb_46663,[H][N-]C1OC([H])([H])[C@@]2([H])C34([H])OC123C4([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
45527,46665,gdb_46666,[H]C1([H])C(=O)C234OC2([H])(C3([H])[H])[C@]4([H])C1([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
45531,46669,gdb_46670,[H]N1C([H])([H])C(=O)C234OC2([H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45534,46672,gdb_46673,[H]C1([H])O[C@@]2([H])C34([H])OC23(C1=O)C4([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
45536,46674,gdb_46675,[H]N1C(=O)C234OC2([H])(C3([H])[H])[C@]4([H])C1([H])[H],0,"Explicit valence for atom # 4 C, 5, is greater than permitted"
45540,46678,gdb_46679,[H]C1([H])OC(=O)C234OC2([H])(C3([H])[H])[C@]14[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
45573,46711,gdb_46712,[H][N-]C1OC([H])([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
45576,46714,gdb_46715,[H]C1([H])C(=O)[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
45580,46718,gdb_46719,[H]N1C([H])([H])C(=O)[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
45583,46721,gdb_46722,[H]C1([H])O[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1=O,0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
45586,46724,gdb_46725,[H]N1C(=O)[C@]2([H])C34([H])OC23([H])[C@@]4([H])C1([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
45589,46727,gdb_46728,[H]C1([H])OC(=O)[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
46834,47972,gdb_47973,[H]C(=O)C#CC123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
46847,47985,gdb_47986,[H]C(=O)C#CC1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
46932,48070,gdb_48071,[H]C(=O)C(=O)C123OC1([H])(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
46947,48085,gdb_48086,[H]C(=O)C(=O)C1([H])C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
47168,48309,gdb_48310,[H]C#CC1(C([H])=O)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
47172,48313,gdb_48314,[H]C(=O)C1(C#N)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 6 C, 5, is greater than permitted"
47182,48323,gdb_48324,[H]C(=O)C1(C([H])=O)C23([H])OC12([H])C3([H])[H],0,"Explicit valence for atom # 7 C, 5, is greater than permitted"
47421,48562,gdb_48563,[H]C1=C([H])[C@]2(C([H])=O)C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
47431,48572,gdb_48573,[H]C#CC123OC1(C([H])=O)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47432,48573,gdb_48574,[H]C(=O)C123OC1(C#N)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47435,48576,gdb_48577,[H]C(=O)C123OC1(C([H])=O)(C2([H])[H])C3([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47457,48598,gdb_48599,[H]C(=O)C123OC1([H])(C2([H])[H])C31C([H])([H])C1([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47458,48599,gdb_48600,[H]C(=O)C123OC1([H])(C2([H])[H])[C@]31N([H])C1([H])[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47465,48606,gdb_48607,[H]C#C[C@]1([H])C23([H])OC12(C([H])=O)C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
47466,48607,gdb_48608,[H]C(=O)C123OC1([H])(C2([H])[H])[C@@]3([H])C#N,0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47760,48901,gdb_48902,[H]C(=O)C123N([H])C14([H])[C@]2([H])C(=O)[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47761,48902,gdb_48903,[H]C(=O)C123OC14([H])[C@]2([H])C(=O)[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47771,48912,gdb_48913,[H]C(=O)C123OC14([H])[C@]2([H])C([H])=C([H])[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47777,48918,gdb_48919,[H]C(=O)C123OC14([H])[C@]2([H])C([H])([H])C([H])([H])[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47778,48919,gdb_48920,[H]C(=O)C123OC14([H])[C@]2([H])C([H])([H])O[C@]43[H],0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
47935,49076,gdb_49077,[H]C(=O)[C@]12C([H])([H])C([H])([H])[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 12 C, 5, is greater than permitted"
47939,49080,gdb_49081,[H]C(=O)[C@]12C([H])([H])O[C@]3([H])C14([H])OC324[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
47941,49082,gdb_49083,[H]C(=O)[C@]12N([H])C([H])([H])[C@]3([H])C14([H])OC234[H],0,"Explicit valence for atom # 11 C, 5, is greater than permitted"
47944,49085,gdb_49086,[H]C(=O)[C@]12OC([H])([H])[C@]3([H])C14([H])OC234[H],0,"Explicit valence for atom # 10 C, 5, is greater than permitted"
48018,49159,gdb_49160,[H]C(=O)C1=C([H])[C@]2([H])C34([H])OC23([H])[C@@]14[H],0,"Explicit valence for atom # 8 C, 5, is greater than permitted"
48343,49491,gdb_49492,[H]C#CC123OC1([H])(C2([H])[H])[C@]3([H])C([H])=O,0,"Explicit valence for atom # 3 C, 5, is greater than permitted"
48344,49492,gdb_49493,[H]C(=O)[C@@]1([H])C23([H])OC12(C#N)C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48351,49499,gdb_49500,[H]C(=O)[C@@]1([H])C23([H])OC12(C([H])=O)C3([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48380,49528,gdb_49529,[H]C(=O)C1([H])C23([H])OC12([H])C31C([H])([H])C1([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48381,49529,gdb_49530,[H]C(=O)[C@]1([H])C23([H])OC12([H])[C@]31N([H])C1([H])[H],0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48390,49538,gdb_49539,[H]C#C[C@]1([H])C23([H])OC12([H])[C@]3([H])C([H])=O,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48391,49539,gdb_49540,[H]C(=O)[C@]1([H])C23([H])OC12([H])[C@]3([H])C#N,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48397,49545,gdb_49546,[H]C(=O)[C@]1([H])C23([H])OC12([H])[C@]3([H])C([H])=O,0,"Explicit valence for atom # 5 C, 5, is greater than permitted"
48812,49972,gdb_49973,[H]C(=O)[C@@]1([H])C([H])([H])C12C13([H])OC21([H])C3([H])[H],0,"Explicit valence for atom # 9 C, 5, is greater than permitted"
