split,strategy,sigma,fold,sample_idx,y_true,y_pred,uncertainty,noise_scale,noise_pattern,injected_noise,dataset,model,rep,oof_folds_ok,task_model,task_dataset,task_rep,task_strategy
test,legacy,1.0,0,19,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,0,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,1,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,2,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,3,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,4,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,5,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,6,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,7,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,8,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,9,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,10,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,11,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,12,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,13,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,14,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,15,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,16,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,17,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,18,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.0,1,19,1.0,1.0,0.3,0.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,0,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,1,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,2,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,3,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,4,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,5,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,6,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,7,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,8,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,9,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,10,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,11,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,12,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,13,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,14,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,15,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,16,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,17,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,18,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.1,1,19,1.0,1.0,0.3,0.1,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,0,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,1,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,2,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,3,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,4,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,5,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,6,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,7,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,8,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,9,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,10,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,11,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,12,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,13,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,14,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,15,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,16,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,17,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,18,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.2,1,19,1.0,1.0,0.3,0.2,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,0,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,1,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,2,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,3,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,4,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,5,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,6,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,7,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,8,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,9,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,10,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,11,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,12,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,13,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,14,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,15,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,16,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,17,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,18,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.3,1,19,1.0,1.0,0.3,0.3,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,0,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,1,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,2,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,3,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,4,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,5,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,6,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,7,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,8,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,9,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,10,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,11,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,12,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,13,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,14,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,15,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,16,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,17,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,18,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.4,1,19,1.0,1.0,0.3,0.4,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,0,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,1,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,2,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,3,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,4,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,5,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,6,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,7,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,8,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,9,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,10,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,11,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,12,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,13,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,14,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,15,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,16,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,17,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,18,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.5,1,19,1.0,1.0,0.3,0.5,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,0,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,1,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,2,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,3,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,4,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,5,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,6,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,7,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,8,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,9,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,10,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,11,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,12,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,13,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,14,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,15,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,16,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,17,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,18,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.6,1,19,1.0,1.0,0.3,0.6,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,0,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,1,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,2,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,3,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,4,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,5,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,6,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,7,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,8,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,9,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,10,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,11,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,12,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,13,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,14,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,15,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,16,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,17,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,18,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.7,1,19,1.0,1.0,0.3,0.7,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,0,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,1,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,2,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,3,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,4,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,5,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,6,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,7,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,8,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,9,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,10,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,11,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,12,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,13,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,14,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,15,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,16,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,17,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,18,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.8,1,19,1.0,1.0,0.3,0.8,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,0,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,1,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,2,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,3,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,4,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,5,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,6,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,7,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,8,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,9,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,10,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,11,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,12,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,13,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,14,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,15,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,16,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,17,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,18,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,0.9,1,19,1.0,1.0,0.3,0.9,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,0,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,1,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,2,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,3,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,4,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,5,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,6,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,7,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,8,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,9,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,10,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,11,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,12,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,13,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,14,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,15,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,16,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,17,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
test,legacy,1.0,1,18,1.0,1.0,0.3,1.0,1.0,0.0,logd,GP,PDV,,gp,logd,pdv,legacy
